LAMMPS data file via write_data, version 27 Jun 2024, timestep = 1000, units = lj

1150 atoms
2 atom types

-20 20 xlo xhi
-20 20 ylo yhi
-20 20 zlo zhi

Masses

1 1
2 10

Pair Coeffs # lj/cut

1 1 1
2 0.5 3

Atoms # atomic

970 1 4.746720155468501 19.72639545444124 -19.371322858689492 0 -1 0
21 1 -17.52156541452057 -16.417014025704653 -18.392468236031235 0 0 0
34 1 -17.15327449817496 -16.959092398387593 -17.492547529792667 0 0 0
108 1 -16.750895924254316 -15.936115184731744 -17.736821263370164 0 0 0
967 1 -17.798266470968414 -16.051485170633075 -17.377528682392857 0 0 0
402 1 -4.166497029809169 -14.930010733149714 -19.900827244316694 0 0 0
351 1 0.5131842148929426 -16.606776284819937 -18.909685681895116 0 0 0
798 1 1.4266266109709675 -17.258162930371938 -18.944776399256977 0 0 0
332 1 -3.210727240002164 -14.681961955951207 -19.367096726862798 0 0 0
810 1 2.6939776766126067 -13.443513500510031 -19.791370194204465 0 0 0
62 1 6.001933924112193 -15.504557338765233 -18.450236191169935 0 0 0
83 1 -13.219456801770631 -12.07787776083312 -19.511177743576763 0 0 0
232 1 12.504759248276883 -11.818917194284218 -19.508741017397355 0 0 0
93 1 -13.192418149853957 -10.966904266866335 -19.353138681769355 0 0 0
5 1 5.077456812646286 -10.097687807782217 -19.686398604905964 0 0 0
569 1 19.70379546245306 -10.880368303099658 -19.144521061977628 0 0 0
804 1 -18.66122785677744 -5.816419742225445 19.77864320554736 0 0 -1
989 1 -18.636599304442868 -6.007245989583592 -19.11680620558127 0 0 0
17 1 -4.663327503701757 -8.648161833280122 -17.859455609906767 0 0 0
43 1 -4.455323055082353 -9.267568394114573 -16.944266168276243 0 0 0
624 1 5.306045101539563 -9.089992814753288 -19.2479704521829 0 0 0
328 1 14.624351294332472 -8.099376593856205 -18.73251848933416 0 0 0
499 1 15.255058091126106 -7.1711165807754735 -18.754510802344452 0 0 0
229 1 -17.90707564217761 -5.28500347105123 -19.56622961628587 0 0 0
370 1 -17.80539723634474 -6.378217134095523 -19.771467470316864 0 0 0
308 1 -16.865483410198866 -2.5912306863470533 -18.690753103015734 0 0 0
734 1 -13.621886099147728 -3.936419030911573 19.804266047608778 0 0 -1
1066 2 -4.093758464948557 -1.882873771267164 19.80819866851663 0 0 -1
1147 2 -3.654703199686352 -2.3791058235124183 -16.86881652976216 0 0 0
1125 2 -1.8230155505125032 -4.132739132353325 -19.034864822667682 0 0 0
961 1 11.267569285506651 -3.597895794884793 -19.805982163543817 0 0 0
800 1 11.838782685944027 -3.2144953304167734 -18.918957077586512 0 0 0
751 1 16.574256633094247 -1.3141853603887415 -18.088631399000427 0 0 0
657 1 -13.26243022258584 1.9381340707749468 -19.58404770330418 0 0 0
286 1 -12.140529822488636 1.9025964539017786 -19.57691827538869 0 0 0
455 1 14.844559587957256 2.0071677768452267 -19.217033933060378 0 0 0
975 1 -18.740337209686306 3.6106030249869843 -18.254616900101936 0 0 0
1102 2 -9.34041140933103 4.840606345506889 -19.116610153848317 0 0 0
606 1 -19.78078554837899 3.1942255727347804 -18.191228244472793 1 0 0
40 1 -16.58316213111195 6.8431544430385385 -19.709006296533907 0 0 0
41 1 -15.49930350977066 6.55132210548278 -19.71447362923357 0 0 0
1097 2 -6.137437275663806 4.377440446445552 -19.856173220014682 0 0 0
1016 2 7.751085762696618 5.153588888177319 -18.512895224108362 0 0 0
1133 2 10.054026928649721 3.94093789458005 -16.36757264759771 0 0 0
172 1 -15.78861153965139 7.634745993582529 -19.664766385247678 0 0 0
969 1 -4.560427486737299 8.641621118286894 17.785069344658393 0 0 -1
1041 2 5.657620691058468 7.779274073987249 -18.242842920619317 0 0 0
664 1 -18.24423468134833 10.299746689114672 -19.812457433422587 0 0 0
240 1 -7.04516974421409 13.144329525474735 -18.805598293339457 0 0 0
952 1 5.896606181038761 12.261163776589065 -17.842690000820188 0 0 0
714 1 -17.762135471915183 14.663303145532474 -17.61449677634336 0 0 0
613 1 -10.173808812280347 13.877518981817678 -19.55885497084142 0 0 0
644 1 5.456584548885117 13.29379758444712 -17.84722093702305 0 0 0
705 1 17.77641543379828 14.205703781735892 -17.799528219438454 0 0 0
593 1 -9.398662991114879 17.487846282797033 -19.33521645930866 0 0 0
68 1 -14.5896770694681 19.14268091635856 -19.340364902627655 0 0 0
349 1 -6.909271029163068 19.131882747339812 -18.587610680381843 0 0 0
313 1 5.790044807571783 19.382361641672052 -19.601709897888448 0 0 0
178 1 18.287684883579505 18.502854137081954 19.515824828856598 0 0 -1
431 1 -8.484367141787054 -17.822204720494984 -17.605191513775523 0 0 0
813 1 8.196782375284364 -19.52135734359656 -17.752722189535827 0 0 0
320 1 14.47922011561226 19.81047044093244 -15.546686541304902 0 -1 0
10 1 15.0136488356329 19.110893499111466 -16.245689977723764 0 -1 0
192 1 -18.75346021799564 -16.305640171379856 -16.868865140034888 0 0 0
442 1 -17.83448188559302 -16.887982454573304 -16.62123407459347 0 0 0
7 1 -16.945304552512447 -16.21618993284513 -16.6728430180186 0 0 0
466 1 -16.104225030490632 -16.695001995629166 -17.230039111957446 0 0 0
30 1 1.4226811154141128 -16.330618656475007 -18.312634478282753 0 0 0
425 1 -10.37168490997713 -13.220157394123687 -16.52762540866484 0 0 0
